0.14300000000000002	0.5278209543660132
0.998	0.5055154640289206
1.869	0.4968080637030771
2.7560000000000002	0.49931638646179133
3.662	0.4875726211614784
4.58	0.4818876427272935
5.481	0.48932899843349437
6.390000000000001	0.5058209013434871
7.289000000000001	0.45937486056663224
8.199	0.4627943595579916
9.113	0.44098295901481627
10.043000000000001	0.44644398179949224
10.966000000000001	0.46350605154353997
11.877	0.3976196451099008
12.809000000000001	0.41036211578196735
13.747	0.4403775466420051
14.684000000000001	0.44924252147571714
15.621	0.3789416943556123
16.573	0.561890826062087
17.522000000000002	0.5009530365044215
18.483	0.5370651513924675
19.441	0.48134465847663394
20.408	0.7647616797945396
21.358	0.35347750777295794
22.321	0.30608798125789755
23.285	0.25102683970135925
24.254	0.3395996645263293
25.226	0.2673400329028962
26.202	0.7323665865065986
27.178	0.42103538702502363
28.159	0.7516914554788724
29.139	0.8872362718271243
30.12	0.936849559912546
31.1	0.8740502666288126
32.078	0.38330111247950494
33.056	0.5190056664067757
34.037	0.9164932823736651
35.016	0.7984853009943833
35.997	0.9378354357904667
36.978	0.9117333256014509
37.967	0.8163935269558221
38.955	0.8740577789337293
39.941	0.9374805015636192
40.928000000000004	0.7362377233076846
41.910000000000004	0.4789491354816181
42.899	0.3803816785312897
43.887	0.646935569884687
44.868	0.7445952173978583
45.857	0.7661394680399723
46.847	0.9681596891592004
47.827	0.5768724195143797
48.805	0.6301118695883816
49.781	0.7219799799997615
50.762	0.8507660178010115
51.751	0.8742181319041942
52.743	0.8576003413227251
53.734	0.6569166026295169
54.734	0.957875845100135
55.725	0.9724361786751787
56.714	0.8429414299612796
57.705	0.669044911320535
58.699	0.7418670868145462
59.693	0.7422225901086056
60.688	0.7424849943625503
61.683	0.7428448461844771
62.679	0.7429736291858239
63.676	0.7492946800500182
64.674	0.774421911832308
65.673	0.9306000626736938
66.673	1.0
67.673	1.0
68.673	1.0
69.673	1.0
70.673	1.0
71.673	1.0
72.673	1.0
73.673	1.0
74.673	1.0
75.673	1.0
76.673	1.0
77.673	1.0
78.673	1.0
79.673	1.0
80.673	1.0
81.673	1.0
82.673	1.0
83.673	1.0
84.673	1.0
85.673	1.0
86.673	1.0
87.673	1.0
88.673	1.0
89.673	1.0
90.673	1.0
91.673	1.0
92.673	1.0
93.673	1.0
94.673	1.0
95.673	1.0
96.673	1.0
97.673	1.0
98.673	1.0
99.673	1.0
100.673	1.0
101.673	1.0
102.673	1.0
103.673	1.0
104.673	1.0
105.673	1.0
106.673	1.0
107.673	1.0
108.673	1.0
109.673	1.0
110.673	1.0
111.673	1.0
112.673	1.0
113.673	1.0
114.673	1.0
115.673	1.0
116.673	1.0
117.673	1.0
118.673	1.0
119.673	1.0
120.673	1.0
121.673	1.0
122.673	1.0
123.673	1.0
124.673	1.0
125.673	1.0
126.673	1.0
127.673	1.0
128.673	1.0
129.673	1.0
130.673	1.0
131.673	1.0
132.673	1.0
133.673	1.0
134.673	1.0
135.673	1.0
136.673	1.0
137.673	1.0
138.673	1.0
139.673	1.0
140.673	1.0
141.673	1.0
142.673	1.0
143.673	1.0
144.673	1.0
145.673	1.0
146.673	1.0
147.673	1.0
148.673	1.0
149.673	1.0
150.673	1.0
151.673	1.0
152.673	1.0
153.673	1.0
154.673	1.0
155.673	1.0
156.673	1.0
157.673	1.0
158.673	1.0
159.673	1.0
160.673	1.0
161.673	1.0
162.673	1.0
163.673	1.0
164.673	1.0
165.673	1.0
166.673	1.0
167.673	1.0
168.673	1.0
169.673	1.0
170.673	1.0
171.673	1.0
172.673	1.0
173.673	1.0
174.673	1.0
175.673	1.0
176.673	1.0
177.673	1.0
178.673	1.0
179.673	1.0
180.673	1.0
181.673	1.0
182.673	1.0
183.673	1.0
184.673	1.0
185.673	1.0
186.673	1.0
187.673	1.0
188.673	1.0
189.673	1.0
190.673	1.0
191.673	1.0
192.673	1.0
193.673	1.0
194.673	1.0
195.673	1.0
196.673	1.0
197.673	1.0
198.673	1.0
199.673	1.0
200.673	1.0
201.673	1.0
202.673	1.0
203.673	1.0
204.673	1.0
205.673	1.0
206.673	1.0
207.673	1.0
208.673	1.0
209.673	1.0
210.673	1.0
211.673	1.0
212.673	1.0
213.673	1.0
214.673	1.0
215.673	1.0
216.673	1.0
217.673	1.0
218.673	1.0
219.673	1.0
220.673	1.0
221.673	1.0
222.673	1.0
223.673	1.0
224.673	1.0
225.673	1.0
226.673	1.0
227.673	1.0
228.673	1.0
229.673	1.0
230.673	1.0
231.673	1.0
232.673	1.0
233.673	1.0
234.673	1.0
235.673	1.0
236.673	1.0
237.673	1.0
238.673	1.0
239.673	1.0
240.673	1.0
241.673	1.0
242.673	1.0
243.673	1.0
244.673	1.0
245.673	1.0
246.673	1.0
247.673	1.0
248.673	1.0
249.673	1.0
250.673	1.0
251.673	1.0
252.673	1.0
253.673	1.0
254.673	1.0
255.673	1.0
256.673	1.0
257.673	1.0
258.673	1.0
259.673	1.0
260.673	1.0
261.673	1.0
262.673	1.0
263.673	1.0
264.673	1.0
265.673	1.0
266.673	1.0
267.673	1.0
268.673	1.0
269.673	1.0
270.673	1.0
271.673	1.0
272.673	1.0
273.673	1.0
274.673	1.0
275.673	1.0
276.673	1.0
277.673	1.0
278.673	1.0
279.673	1.0
280.673	1.0
281.673	1.0
282.673	1.0
283.673	1.0
284.673	1.0
285.673	1.0
286.673	1.0
287.673	1.0
288.673	1.0
289.673	1.0
290.673	1.0
291.673	1.0
292.673	1.0
293.673	1.0
294.673	1.0
295.673	1.0
296.673	1.0
297.673	1.0
298.673	1.0
299.673	1.0
300.673	1.0
301.673	1.0
302.673	1.0
303.673	1.0
304.673	1.0
305.673	1.0
306.673	1.0
307.673	1.0
308.673	1.0
309.673	1.0
310.673	1.0
311.673	1.0
312.673	1.0
313.673	1.0
314.673	1.0
315.673	1.0
316.673	1.0
317.673	1.0
318.673	1.0
319.673	1.0
320.673	1.0
321.673	1.0
322.673	1.0
323.673	1.0
324.673	1.0
325.673	1.0
326.673	1.0
327.673	1.0
328.673	1.0
329.673	1.0
330.673	1.0
331.673	1.0
332.673	1.0
333.673	1.0
334.673	1.0
335.673	1.0
336.673	1.0
337.673	1.0
338.673	1.0
339.673	1.0
340.673	1.0
341.673	1.0
342.673	1.0
343.673	1.0
344.673	1.0
345.673	1.0
346.673	1.0
347.673	1.0
348.673	1.0
349.673	1.0
350.673	1.0
351.673	1.0
352.673	1.0
353.673	1.0
354.673	1.0
355.673	1.0
356.673	1.0
357.673	1.0
358.673	1.0
359.673	1.0
360.673	1.0
361.673	1.0
362.673	1.0
363.673	1.0
364.673	1.0
365.673	1.0
366.673	1.0
367.673	1.0
368.673	1.0
369.673	1.0
370.673	1.0
371.673	1.0
372.673	1.0
373.673	1.0
374.673	1.0
375.673	1.0
376.673	1.0
377.673	1.0
378.673	1.0
